Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Using operations after 'decode_1_start'.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                        Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 11664    0.0 %         TilizeWithValPaddingDeviceOperation                 15         3 μs                    1                                                     INT32 => INT32
 22942    0.0 %         ConcatDeviceOperation                               28         1 μs        258 μs      8                                                 FP32, FP32 => FP32
 22963    0.0 %         PermuteDeviceOperation                              10         3 μs        157 μs      1                                                       FP32 => FP32
 23009    0.0 %         TilizeWithValPaddingDeviceOperation                 31         4 μs        139 μs      1                                                       FP32 => FP32
 23040    0.0 %         FillPadDeviceOperation                              30         7 μs        399 μs      1                                                       FP32 => FP32
 23070    0.0 %         ReduceDeviceOperation                               28         1 μs        161 μs      1                                                       FP32 => FP32
 23115    0.0 %         BinaryNgDeviceOperation                             18         4 μs        246 μs    120                                                 FP32, FP32 => FP32
 23123    0.0 %         BinaryNgDeviceOperation                             10         4 μs        227 μs    120                                                 FP32, FP32 => FP32
 23181    0.0 %         UnaryDeviceOperation                                16         2 μs        204 μs    120                                                       FP32 => FP32
 23213    0.0 %         BinaryNgDeviceOperation                             16         9 μs        265 μs    120                                                 FP32, FP32 => FP32
 23223    1.9 %         BinaryNgDeviceOperation                              5        13 μs    108,220 μs    120                                                 FP32, FP32 => FP32
 23249    1.9 %   SLOW  MatmulDeviceOperation 32 x 896 x 129280              3       444 μs    110,340 μs    119  298 GB/s  58.3 %  16.7 TFLOPs   10.1 %  HiFi4 FP32 x BFP8 => FP32
 23298    3.3 %         ReduceScatterDeviceOperation                         0       281 μs    189,290 μs     20                                                       FP32 => FP32
 23330    3.1 %         AllGatherDeviceOperation                             0       229 μs    178,344 μs     20                                                       FP32 => FP32
 23348    2.2 %         UntilizeDeviceOperation                              9       104 μs    125,120 μs    119                                                       FP32 => FP32
 23387    1.8 %         ArgMaxDeviceOperation                               14     1,268 μs    105,226 μs    120                                                     FP32 => UINT32
 23433    1.7 %         TilizeWithValPaddingDeviceOperation                 27         4 μs     96,631 μs      1                                                   UINT32 => UINT32
 23466    1.9 %         TypecastDeviceOperation                             19         1 μs    109,679 μs      1                                                    UINT32 => INT32
 23490    2.2 %         AllGatherDeviceOperation                             0        20 μs    125,968 μs      4                                                     INT32 => INT32
 23520    2.0 %         BinaryNgDeviceOperation                             30         2 μs    117,347 μs    120                                              INT32, INT32 => INT32

These ops have a >6 μs gap since the previous operation. Running with tracing could save 5804655 μs (99.8% of overall time)
Alternatively ensure device is not waiting for the host. Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
 12828    0.3 %   SLOW  MatmulDeviceOperation 32 x 896 x 2304               20        18 μs     15,714 μs     72  124 GB/s  24.3 %   7.2 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 14284    0.2 %   SLOW  MatmulDeviceOperation 32 x 128 x 128                 8         3 μs     14,407 μs      4   13 GB/s   2.5 %   0.4 TFLOPs    3.7 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 14657    0.3 %   SLOW  MatmulDeviceOperation 32 x 1536 x 3072              19        36 μs     17,407 μs     96  140 GB/s  27.4 %   8.5 TFLOPs    3.2 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 14814    0.2 %   SLOW  MatmulDeviceOperation b={16} x 32 x 128 x 512       25        27 μs     14,101 μs     16   39 GB/s   7.6 %   2.5 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 15441    0.9 %   SLOW  MatmulDeviceOperation b={16} x 32 x 512 x 128       15        13 μs     53,312 μs     64   81 GB/s  15.7 %   5.2 TFLOPs    2.9 %  HiFi2 BF16 x BFP8 => BF16
- No program_config specified, try using one to override in0_block_w and out_subblock_h/w

 15551    0.3 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168              26        54 μs     16,035 μs    112  281 GB/s  54.9 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- in0_block_w=2 and output subblock 1x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16626    0.3 %   SLOW  MatmulDeviceOperation 128 x 896 x 4608               7        30 μs     17,652 μs     72  187 GB/s  36.4 %  35.6 TFLOPs   17.9 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 2x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16751    0.0 %   SLOW  MatmulDeviceOperation 128 x 896 x 4608               4        30 μs      1,165 μs     72  186 GB/s  36.4 %  35.6 TFLOPs   17.9 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 2x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16920    0.3 %   SLOW  MatmulDeviceOperation 128 x 4608 x 896              29        93 μs     16,429 μs     28   60 GB/s  11.7 %  11.4 TFLOPs   14.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 4x1 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 17984    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2304               20        18 μs        205 μs     72  125 GB/s  24.3 %   7.2 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 18641    0.0 %   SLOW  MatmulDeviceOperation 32 x 128 x 128                 4         3 μs        202 μs      4   12 GB/s   2.4 %   0.4 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 18820    0.0 %   SLOW  MatmulDeviceOperation 32 x 1536 x 3072              27        36 μs        178 μs     96  140 GB/s  27.4 %   8.4 TFLOPs    3.2 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 18979    0.0 %   SLOW  MatmulDeviceOperation b={16} x 32 x 128 x 512       26        27 μs        157 μs     16   39 GB/s   7.5 %   2.5 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 19621    0.0 %   SLOW  MatmulDeviceOperation b={16} x 32 x 512 x 128       19        13 μs        179 μs     64   80 GB/s  15.7 %   5.2 TFLOPs    2.9 %  HiFi2 BF16 x BFP8 => BF16
- No program_config specified, try using one to override in0_block_w and out_subblock_h/w

 19715    0.0 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168              26        54 μs        180 μs    112  281 GB/s  54.8 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- in0_block_w=2 and output subblock 1x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 20913    0.4 %   SLOW  MatmulDeviceOperation 32 x 896 x 256                 9        13 μs     22,577 μs      8   29 GB/s   5.6 %   1.1 TFLOPs   10.0 %  HiFi4 FP32 x BFP8 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

 21954    0.2 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048               20        17 μs      9,471 μs     64  117 GB/s  22.9 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 22081    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048               21        17 μs      1,245 μs     64  117 GB/s  22.9 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 22248    1.8 %   SLOW  MatmulDeviceOperation 32 x 2048 x 896               18        30 μs    107,229 μs     28   67 GB/s  13.1 %   3.9 TFLOPs    5.0 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 23249    1.9 %   SLOW  MatmulDeviceOperation 32 x 896 x 129280              3       444 μs    110,340 μs    119  298 GB/s  58.3 %  16.7 TFLOPs   10.1 %  HiFi4 FP32 x BFP8 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x2 look good 🤷
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

Warning: Unclassified operation 'ReshapeViewDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'LayerNormPreAllGatherDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'AllBroadcastDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'AllGatherDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'FastReduceNCDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'RepeatDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'MeshPartitionDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'SdpaDecodeDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'DeepseekGroupedGateDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'AllToAllDispatchMetadataDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'MoEComputeDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'ArgMaxDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.

📊 Stacked report 📊
====================

Total %  Op Code                                                       Device Time Sum  Op Count  Op Category  Min FLOPs  Max FLOPs  Mean FLOPs  Std FLOPs  Weighted Mean FLOPs
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
17.09 %  ArgMaxDeviceOperation (in0:dram_interleaved)                      1,267.54 μs         1        Other
11.93 %  ReduceScatterDeviceOperation (in0:dram_interleaved)                 885.19 μs         9           DM
10.61 %  MatmulDeviceOperation (in0:dram_interleaved)                        787.15 μs        14      Compute     3.18 %    17.89 %      7.45 %     5.62 %               9.82 %
 9.45 %  AllGatherDeviceOperation (in0:dram_interleaved)                     700.75 μs        11        Other
 9.41 %  MoEComputeDeviceOperation (in0:dram_interleaved)                    698.21 μs         1        Other
 5.76 %  UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved)         427.49 μs        52           TM
 5.70 %  AllBroadcastDeviceOperation (in0:dram_interleaved)                  422.94 μs         6        Other
 3.67 %  ReshapeViewDeviceOperation (in0:dram_interleaved)                   272.53 μs        25        Other
 3.64 %  BinaryNgDeviceOperation (in0:dram_interleaved)                      270.11 μs        31      Compute
 2.83 %  ReshapeViewDeviceOperation (in0:l1_interleaved)                     209.75 μs        10        Other
 2.54 %  MatmulDeviceOperation (in0:l1_interleaved)                          188.10 μs         6      Compute     2.91 %     5.63 %      4.71 %     1.39 %               5.24 %
 1.88 %  UntilizeDeviceOperation (in0:dram_interleaved)                      139.69 μs         3           TM
 1.56 %  TilizeDeviceOperation (in0:dram_interleaved)                        115.99 μs         6           TM
 1.53 %  PermuteDeviceOperation (in0:dram_interleaved)                       113.77 μs        47           TM
 1.21 %  LayerNormDeviceOperation (in0:dram_interleaved)                      89.87 μs         6      Compute
 1.16 %  ConcatDeviceOperation (in0:dram_interleaved)                         85.73 μs        12           TM
 1.08 %  AllToAllDispatchMetadataDeviceOperation (in0:l1_interleaved)         80.27 μs         1        Other
 1.01 %  LayerNormPreAllGatherDeviceOperation (in0:dram_interleaved)          75.26 μs         5        Other
 0.94 %  PermuteDeviceOperation (in0:l1_interleaved)                          69.46 μs         4           TM
 0.77 %  TypecastDeviceOperation (in0:dram_interleaved)                       57.31 μs        23           TM
 0.77 %  SdpaDecodeDeviceOperation (in0:dram_interleaved)                     56.94 μs         2        Other
 0.74 %  DeepseekGroupedGateDeviceOperation (in0:dram_interleaved)            55.14 μs         1        Other
 0.58 %  TilizeWithValPaddingDeviceOperation (in0:dram_interleaved)           42.70 μs        12           TM
 0.54 %  RepeatDeviceOperation (in0:dram_interleaved)                         40.42 μs         6        Other
 0.48 %  TransposeDeviceOperation (in0:l1_interleaved)                        35.70 μs         6           TM
 0.47 %  FillPadDeviceOperation (in0:dram_interleaved)                        35.09 μs         5           TM
 0.42 %  RotaryEmbeddingLlamaDeviceOperation (in0:dram_interleaved)           31.33 μs         4      Compute
 0.38 %  PagedUpdateCacheDeviceOperation (in0:dram_interleaved)               28.51 μs         6           DM
 0.31 %  FastReduceNCDeviceOperation (in0:dram_interleaved)                   22.82 μs         3        Other
 0.28 %  SliceDeviceOperation (in0:dram_interleaved)                          20.54 μs        19           TM
 0.24 %  TransposeDeviceOperation (in0:dram_interleaved)                      17.58 μs         3           TM
 0.21 %  RotaryEmbeddingLlamaDeviceOperation (in0:l1_interleaved)             15.59 μs         2      Compute
 0.20 %  ReduceDeviceOperation (in0:dram_interleaved)                         14.87 μs         6      Compute
 0.19 %  InterleavedToShardedDeviceOperation (in0:dram_interleaved)           14.23 μs         8           DM
 0.13 %  UnaryDeviceOperation (in0:dram_interleaved)                           9.84 μs         5      Compute
 0.11 %  EmbeddingsDeviceOperation (in0:dram_interleaved)                      8.31 μs         3      Compute
 0.07 %  SliceDeviceOperation (in0:l1_interleaved)                             5.02 μs         4           TM
 0.05 %  CopyDeviceOperation (in0:dram_interleaved)                            3.43 μs         1           DM
 0.03 %  TernaryDeviceOperation (in0:dram_interleaved)                         1.95 μs         1           TM
 0.01 %  MeshPartitionDeviceOperation (in0:dram_interleaved)                   0.95 μs         1        Other
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Writing CSV stacked report to perf_reports/ropecse_2026_06_12_07_08_23/full.summary.csv
Plotting PNG stacked report to perf_reports/ropecse_2026_06_12_07_08_23/full.summary.png
